lng,lat,pi,dst,sid,stn,dsts,types
-108.34168500000001,47.099850000000004,44,pollen surface sample,9610,Vogel Reservoir,pollen surface sample,1
-97.30256,45.28149,644,water chemistry,9651,Bitter Lake,"water chemistry,
 ostracode surface sample",2
-102.40442,45.465435,44,pollen surface sample,9653,Owen Lake,pollen surface sample,1
-94.045715,32.73416,644,ostracode surface sample,9658,Caddo Lake,"ostracode surface sample,
 water chemistry",2
-86.18,42.08,108,pollen surface sample,2712,Lee Lake,pollen surface sample,1
-88.57,45.05,108,pollen surface sample,2764,Menominee Site 45 (Webb unpublished),pollen surface sample,1
-116.36186000000001,50.787099999999995,69,pollen,2784,Twin Lakes (CA:British Columbia),pollen,1
-84.258333,47.308333,69,loss-on-ignition,2793,Upper Mallot Lake,"pollen,
 loss-on-ignition",2
-69.832778,60.782778,61,pollen,2815,Baie du Diana,pollen,1
-101.42,43,106,pollen surface sample,2841,Rose 1b (Watts and Wright 1966),pollen surface sample,1
-85.383333,42.4,9,pollen,2864,Wintergreen Lake,pollen,1
-81.18,25.49,743,pollen surface sample,2881,Site 16 (Riegel 1965),pollen surface sample,1
-80.77,25.58,743,pollen surface sample,2896,Site 31 (Riegel 1965),pollen surface sample,1
-80.97,25.41,743,pollen surface sample,2917,Site 52 (Riegel 1965),pollen surface sample,1
-80.4,43.9,69,pollen,2943,Wylde Bog,pollen,1
-93.87,43.03,11,pollen,2951,Zuehl Farm Site,pollen,1
-121.9,45.55,238,pollen surface sample,419,Site 48 (Heusser 1978),pollen surface sample,1
-65.77,58.18,745,pollen surface sample,690,Helen Chutes,pollen surface sample,1
-99.63,60.43,119,pollen surface sample,1366,Nueltin Lake Site 4,pollen surface sample,1
-99.4,60.57,119,pollen surface sample,1367,Nueltin Lake Site 5,pollen surface sample,1
-99.33,60.67,119,pollen surface sample,1368,Nueltin Lake Site 6,pollen surface sample,1
-99.63,60.85,119,pollen surface sample,1371,Nueltin Lake Site 9,pollen surface sample,1
-100.88,61.13,119,pollen surface sample,1372,Ennadai Lake Site 3,pollen surface sample,1
-100.88,61.13,119,pollen surface sample,1372,Ennadai Lake Site 3,pollen surface sample,1
-99.73,62.03,119,pollen surface sample,1373,Ennadai Lake Site 4,pollen surface sample,1
-97.75,63.28,119,pollen surface sample,1375,Yathkyed Lake Site 2,pollen surface sample,1
-83.25,68.53,119,pollen surface sample,1386,Sarcpa Lake,pollen surface sample,1
-81.25,68.78,119,pollen surface sample,1387,Hall Beach,pollen surface sample,1
-75.13,68.92,119,pollen surface sample,1388,Longstaff Bluff,pollen surface sample,1
-75.13,68.92,119,pollen surface sample,1388,Longstaff Bluff,pollen surface sample,1
-86.25,63.5,119,pollen surface sample,1395,Repulse Bay,pollen surface sample,1
-97.116667,30.366667,21,pollen,1803,Patschke Bog,pollen,1
-92.010535,48.098755,99,pollen surface sample,1815,Third Lake,"loss-on-ignition,
 pollen surface sample,
 pollen",3
-93.6305,45.03503,27,pollen surface sample,1814,Pogonia Bog Pond,"pollen surface sample,
 pollen,
 loss-on-ignition",3
-92.010535,48.098755,99,loss-on-ignition,1815,Third Lake,"loss-on-ignition,
 pollen surface sample,
 pollen",3
-84.05,51.12,74,pollen surface sample,1983,Site 1 (Skinner 1973),pollen surface sample,1
-71.666667,44.166667,95,pollen surface sample,757,Eagle Lake Bog,"pollen,
 pollen surface sample",2
-150.666667,66.633333,92,pollen surface sample,2325,HR 022 [South Fork Bonanza Creek],pollen surface sample,1
171.266667,64.333333,828,pollen,2799,Ust'-Algan Exposure,pollen,1
-70.383333,-36.883333,467,pollen,2811,Veranada Pelan,pollen,1
-77.433333,45.033333,69,pollen,2852,Weslemkoon Lake,pollen,1
-117.216667,52.241667,316,pollen,2858,Wilcox Pass,pollen,1
-80.338333,26.341667,704,pollen surface sample,1333,Site 13 (Jensen 1998),pollen surface sample,1
-99.727222,60.17,119,pollen surface sample,1364,Nueltin Lake Site 2,pollen surface sample,1
-99.63,60.43,119,pollen surface sample,1366,Nueltin Lake Site 4,pollen surface sample,1
-99.2,60.8,119,pollen surface sample,1369,Nueltin Lake Site 7,pollen surface sample,1
-99.63,60.85,119,pollen surface sample,1371,Nueltin Lake Site 9,pollen surface sample,1
-97.62,63.7,119,pollen surface sample,1376,Yathkyed Lake Site 3,pollen surface sample,1
-95.37,64.7,119,pollen surface sample,1379,Baker Lake Site 2,pollen surface sample,1
-68.33,70.5,119,pollen surface sample,1390,Cape Christian,pollen surface sample,1
-86.25,63.5,119,pollen surface sample,1395,Repulse Bay,pollen surface sample,1
-92.010535,48.098755,99,loss-on-ignition,1815,Third Lake,"loss-on-ignition,
 pollen surface sample,
 pollen",3
-70.932778,46.932778,85,pollen surface sample,1219,Saint-Jean Ile d'Orléans,pollen surface sample,1
-82.7,51.95,727,pollen surface sample,1985,Fishing Creek,pollen surface sample,1
-112.576388888889,29.7708333333333,7,pollen,2265,Sierra Bacha 1,"pollen,
 pollen surface sample",2
-150.5,66.9,92,pollen surface sample,2329,HR 028,pollen surface sample,1
-149.416667,68.633333,92,pollen surface sample,2364,HR 076 [Kuparuk River],pollen surface sample,1
-62.58,57.93,92,pollen surface sample,2386,Napaktok (Black Duck) Bay,pollen surface sample,1
-65.75,66.08,92,pollen surface sample,2391,Pangnirtung Fiord,pollen surface sample,1
-102,55,63,pollen surface sample,2434,Stations 56-61 (Lichti-Federovich and Ritchie 1968),pollen surface sample,1
-102,55,63,pollen surface sample,2434,Stations 56-61 (Lichti-Federovich and Ritchie 1968),pollen surface sample,1
-91.45,45.3,82,pollen,1645,Stewart's Dark Lake,"pollen,
 pollen surface sample",2
-88.6,44.89,108,pollen surface sample,2725,Menominee Site 6 (Webb unpublished),pollen surface sample,1
-88.66,44.88,108,pollen surface sample,2728,Menominee Site 9 (Webb unpublished),pollen surface sample,1
-80.8,25.53,743,pollen surface sample,2901,Site 36 (Riegel 1965),pollen surface sample,1
85.166667,58.25,1006,pollen,3038,Bugristoe,pollen,1
7.674444,47.172222,148,pollen,3039,Burgmoos,pollen,1
106.633333,50.95,1297,pollen,3054,Chernoe Lake,pollen,1
-5.983333,54.333333,1095,pollen,3072,Slieve Croob,pollen,1
29.891667,37.672222,733,pollen,3092,Elmali,pollen,1
36.3,35.683333,733,pollen,3123,Ghab,pollen,1
-0.266667,51.916667,1070,pollen,3146,Hitchin,pollen,1
88.3,48.666667,785,pollen,3149,Hoton-Nur,pollen,1
-99.63,60.43,119,pollen surface sample,1366,Nueltin Lake Site 4,pollen surface sample,1
-100.88,61.13,119,pollen surface sample,1372,Ennadai Lake Site 3,pollen surface sample,1
-100.88,61.13,119,pollen surface sample,1372,Ennadai Lake Site 3,pollen surface sample,1
-95.37,64.7,119,pollen surface sample,1379,Baker Lake Site 2,pollen surface sample,1
-88.17,68.33,119,pollen surface sample,1384,Keith Bay,pollen surface sample,1
-79.512778,44.195833,61,pollen,1416,Marais de Keswick,pollen,1
-63.55,50.25,85,pollen surface sample,1887,Mingan,pollen surface sample,1
-95.066667,72.583333,40,pollen surface sample,2225,Lake RS36,"pollen,
 pollen surface sample",2
-112.576388888889,29.7708333333333,7,pollen,2265,Sierra Bacha 1,"pollen,
 pollen surface sample",2
-150.666667,66.45,92,pollen surface sample,2319,HR 016 [Old Man Climate Station],pollen surface sample,1
-149.733333,68.016667,92,pollen surface sample,2351,HR 059,pollen surface sample,1
-149.866667,68.966667,92,pollen surface sample,2371,HR 086,pollen surface sample,1
-64.12,59.18,92,pollen surface sample,2385,Komaktarvik Lake,pollen surface sample,1
-95.08,51.25,63,pollen surface sample,2435,Stations 62-65 (Lichti-Federovich and Ritchie 1968),pollen surface sample,1
-98.5866,47.074695000000006,69,loss-on-ignition,1222,Spiritwood Lake,"pollen surface sample,
 pollen,
 loss-on-ignition",3
7.674444,47.172222,148,pollen,3039,Burgmoos,pollen,1
-6.033333,54.166667,1095,pollen,3040,Butter Mountain,pollen,1
-4.416667,57.85,116,pollen,3063,Coire Bog,pollen,1
28.183333,55.233333,708,pollen,3084,Dolgoe,pollen,1
-0.216667,51.9,1070,pollen,3103,Fishersgreen,pollen,1
37.55,37.75,733,pollen,3131,Gölbasi Lake,pollen,1
20.15,60.283333,1229,pollen,3200,Lake Kolmilaträsk,pollen,1
13.5,50.5,1266,pollen,3201,Komořanské jezero-See,pollen,1
6.533333,45.769167,706,pollen,3226,Col des Lauzes,pollen,1
12.533333,57.083333,122,pollen,3238,Lillsjön,pollen,1
25,59.433333,754,pollen,3265,Lake Maardu,"loss-on-ignition,
 pollen",2
3.991111,44.636111,706,pollen,3300,Moussous,pollen,1
33.5,61.805556,1051,pollen,3304,Mustusuo,pollen,1
27.083333,55.616667,1318,pollen,3321,Lake Novjato,pollen,1
70.166667,67.533333,1187,pollen,3324,Nulsaveito,pollen,1
-6.883333,58.133333,14,loss-on-ignition,3382,Little Loch Roag,"loss-on-ignition,
 pollen",2
41.430556,43.233333,558,pollen,3409,Sibista,pollen,1
-6.3,54.933333,1246,pollen,3423,Sluggan Moss,pollen,1
28.1,54.033333,1318,pollen,3449,Sudoble Lake,pollen,1
13.066667,47.933333,1131,pollen,3476,Trumer Moos,pollen,1
9.716667,55.616667,984,pollen,3491,Vejlby,pollen,1
62.366667,55.533333,787,pollen,3514,Zaboinoe Lake,pollen,1
-91.500278,42.986111,125,pollen,6485,Roberts Creek F-45,pollen,1
-63.709895,-13.262920000000001,508,pollen,9685,Laguna Granja,"pollen,
 geochronologic",2
-9.533384999999999,52.007485,1164,geochronologic,9699,Reenadinna Wood,"geochronologic,
 pollen",2
-69.54445000000001,-18.6616,5172,pollen,9700,Quebrada La Higuera Upper Middens,"pollen,
 geochronologic,
 vertebrate fauna,
 plant macrofossil",4
-73.15918500000001,42.33498,684,ostracode surface sample,9785,Bald Top Spring,"ostracode surface sample,
 water chemistry",2
-84.61243,38.70269,684,water chemistry,9793,Boltz Lake,"water chemistry,
 ostracode surface sample",2
-115.92976999999999,50.780545000000004,1587,pollen,9798,Dog Lake,"pollen,
 geochronologic",2
-115.252166666667,30.9353333333333,411,plant macrofossil,9856,Waterfall Divide,"plant macrofossil,
 geochronologic",2
-122.878333,49.28833,323,geochronologic,9883,Port Moody,"geochronologic,
 insect",2
-122.878333,49.28833,323,insect,9883,Port Moody,"geochronologic,
 insect",2
-68.630365,44.031825,50,geochronologic,9892,Isle au Haut South Hollow,"geochronologic,
 pollen",2
-85.268275,42.509715,684,water chemistry,9905,Clear Lake,"water chemistry,
 ostracode surface sample",2
-122.779881,49.2487235,323,geochronologic,9912,Mary Hill,"geochronologic,
 insect",2
-115.527585,40.124545,644,ostracode surface sample,9920,County Line Pond,"ostracode surface sample,
 water chemistry",2
-84.94305,40.614869999999996,684,ostracode surface sample,9922,Covered Bridge Lake,"ostracode surface sample,
 water chemistry",2
-106.94133,44.31589,6413,ostracode surface sample,9923,Cow Camp Spring,"ostracode surface sample,
 water chemistry",2
-96.07144500000001,32.08764,644,ostracode surface sample,9926,Creslenn Lake,"ostracode surface sample,
 water chemistry",2
-119.83533,42.281620000000004,6413,water chemistry,9930,Crump Lake,"water chemistry,
 ostracode surface sample",2
-93.644565,47.48222,644,ostracode surface sample,9939,Day Lake,"ostracode surface sample,
 water chemistry",2
-85.85964,38.471005000000005,684,water chemistry,9954,Deam Lake,"water chemistry,
 ostracode surface sample",2
-96.302633,47.890645,10,geochronologic,9983,Gervais Formation,"geochronologic,
 insect",2
145.04318,-5.78747,571,geochronologic,9988,Brass Tarn,"geochronologic,
 pollen",2
-85.380295,46.2287,33,pollen,9993,Nelson Lake,pollen,1
-85.212085,41.623285,6659,geochronologic,10003,Appleman Lake,geochronologic,1
146.676535,-41.95905,571,geochronologic,10008,Camerons Lagoon,"geochronologic,
 pollen,
 charcoal",3
-122.5105394444445,41.190975,6900,pollen,10053,Mumbo Lake,"pollen,
 geochronologic,
 plant macrofossil",3
-64.261944,44.26744,342,geochronologic,10093,Hirtles,"geochronologic,
 insect",2
-80.88,25.45,743,pollen surface sample,2925,Site 60 (Riegel 1965),pollen surface sample,1
-80.97,25.44,743,pollen surface sample,2927,Site 62 (Riegel 1965),pollen surface sample,1
-73.88,42.28,41,pollen surface sample,198,Greens Lake,pollen surface sample,1
-89.166944,43.916944,11,pollen,680,Disterhaft Farm Bog,pollen,1
-63.75,58.63,745,pollen surface sample,684,Nakvak Lake,pollen surface sample,1
-97.608333,29.583333,191,pollen,529,Hershop Bog,"pollen surface sample,
 pollen",2
-99.33,60.67,119,pollen surface sample,1368,Nueltin Lake Site 6,pollen surface sample,1
-99.63,60.85,119,pollen surface sample,1371,Nueltin Lake Site 9,pollen surface sample,1
-99.63,60.85,119,pollen surface sample,1371,Nueltin Lake Site 9,pollen surface sample,1
-85.67,68.3,119,pollen surface sample,1385,Makar Inlet,pollen surface sample,1
-91.83,62.83,119,pollen surface sample,1393,Rankin Inlet,pollen surface sample,1
-86.25,63.5,119,pollen surface sample,1395,Repulse Bay,pollen surface sample,1
-97.27683,45.501374999999996,106,pollen,1813,Pickerel Lake,pollen,1
-89.353333,40.875,185,pollen,1992,Richland Creek,pollen,1
-71.316667,44.266667,95,pollen surface sample,1129,Lake of the Clouds (US:New Hampshire),pollen surface sample,1
-150.783333,66.516667,92,pollen surface sample,2321,HR 018,pollen surface sample,1
-149.383333,68.416667,92,pollen surface sample,2357,HR 069 [Pump Station 4],pollen surface sample,1
-149.166667,68.066667,92,pollen surface sample,2366,HR 078 [Toolik River Climate Station],pollen surface sample,1
-103.05,54.9,63,pollen surface sample,2433,Stations 49-55 (Lichti-Federovich and Ritchie 1968),pollen surface sample,1
-95.17,50.83,63,pollen surface sample,2436,Stations 66-69 (Lichti-Federovich and Ritchie 1968),pollen surface sample,1
-88.52,44.88,108,pollen surface sample,2721,Menominee Site 2 (Webb unpublished),pollen surface sample,1
-81.02,25.83,743,pollen surface sample,2904,Site 39 (Riegel 1965),pollen surface sample,1
5.829722,49.713889,1030,pollen,2999,Bois de Buchelbush,pollen,1
5.608889,49.625,1030,pollen,3000,Buzenol,pollen,1
166.1,55,346,pollen,3010,Bering Island,pollen,1
12.516667,56.283333,1000,pollen,3138,Håkulls Mosse,pollen,1
22.833333,39.166667,733,pollen,3139,Halos I,pollen,1
14.933333,48.85,1106,pollen,3170,Cervene Blato,pollen,1
-6.083333,54.266667,1095,pollen,3214,Lackan Bog,pollen,1
-6.516667,53.516667,106,pollen,3218,Dunshauglin,pollen,1
2.45,45.35,1294,pollen,3267,Madic,pollen,1
15.416667,49.666667,1266,pollen,3269,Malcin,pollen,1
34.916667,61.716667,1135,pollen,3329,Onego Lake,pollen,1
5.623333,45.35,1028,pollen,3373,Saint Julien de Ratz,pollen,1
3.28,51.186667,1293,pollen,3426,Snellegem,pollen,1
-148.366667,70.225,92,pollen surface sample,2381,HR 116,pollen surface sample,1
-148.366667,70.225,92,pollen surface sample,2381,HR 116,pollen surface sample,1
-93.691667,44.891667,99,pollen,2519,Stone Lake Tamarack Swamp,"loss-on-ignition,
 pollen",2
-88.62,45.11,108,pollen surface sample,2737,Menominee Site 18 (Webb unpublished),pollen surface sample,1
-84.883333,43.416667,43,pollen,2814,Vestaburg Bog,pollen,1
27.833333,43.2,1015,pollen,2985,Lake Varna (Arsenala),pollen,1
129.366667,61.983333,346,pollen,346,Chabada Lake,pollen,1
-9.416667,52.016667,1164,pollen,3082,Derrycunihy,pollen,1
23.433333,54.416667,1114,pollen,3157,Ilgis Lake,pollen,1
14.983333,49.25,1106,pollen,3169,Velanská Cesta,pollen,1
32.166667,65.083333,1051,pollen,3189,Kepskoe,pollen,1
-0.258333,48.548333,994,pollen,3228,La Vie,pollen,1
6.708611,44.104167,1171,pollen,3235,Lignin Lake,pollen,1
-3.433333,57,602,pollen,3296,Morrone Birkwoods,"pollen,
 loss-on-ignition",2
8.325556,47.075556,1147,pollen,3381,Rotsee,pollen,1
21.583333,49.716667,1088,pollen,3385,Roztoki,pollen,1
6.336389,44.42,706,pollen,3416,Lac Saint Léger,pollen,1
-3.566667,56.75,218,pollen,3442,Straloch,pollen,1
-91.500278,42.986111,125,pollen,6489,Roberts Creek CCEH-2(2)B,pollen,1
-99.5763,49.84135,63,pollen surface sample,2290,Sewell Lake,pollen surface sample,1
-123.366666666667,48.55,2390,vertebrate fauna,7530,Cowichan Head,"vertebrate fauna,
 geochronologic",2
135.88674,35.51763,3405,plant macrofossil,9606,Iwaya site,"plant macrofossil,
 pollen,
 geochronologic",3
-119.937445,48.019405,644,water chemistry,9595,Alta Lake,"water chemistry,
 ostracode surface sample",2
-103.658015,46.545005,44,pollen surface sample,9635,Davis Dam,pollen surface sample,1
-115.59797,36.16597,644,water chemistry,9683,Cave Spring,"water chemistry,
 ostracode surface sample",2
-102.761745,44.241895,44,pollen surface sample,9693,Curlew Lake,pollen surface sample,1
-69.54445000000001,-18.6616,5172,pollen,9700,Quebrada La Higuera Upper Middens,"pollen,
 geochronologic,
 vertebrate fauna,
 plant macrofossil",4
-69.54445000000001,-18.6616,5172,geochronologic,9700,Quebrada La Higuera Upper Middens,"pollen,
 geochronologic,
 vertebrate fauna,
 plant macrofossil",4
-69.54445000000001,-18.6616,5172,vertebrate fauna,9700,Quebrada La Higuera Upper Middens,"pollen,
 geochronologic,
 vertebrate fauna,
 plant macrofossil",4
-72.784335,41.317115,123,geochronologic,9708,Linsley Pond,"geochronologic,
 pollen",2
-86.037795,46.542635000000004,141,pollen,9738,Tower Lake,"pollen,
 geochronologic,
 plant macrofossil",3
-86.28574499999999,42.062219999999996,684,ostracode surface sample,9777,Black Lake,"ostracode surface sample,
 water chemistry",2
32.633333,65.116667,1051,pollen,3516,Zapovednoe,pollen,1
-122.51919000000001,45.886765,7065,pollen,10184,Fargher Pond,"pollen,
 geochronologic",2
-73.9735,42.3485,49,pollen,10187,Gayhead Vly,pollen,1
-95.5745,30.145,21,geochronologic,10193,Aronow Bog,"geochronologic,
 pollen",2
-150.75903,60.622879999999995,7,plant macrofossil,10214,Paradox Lake,"plant macrofossil,
 geochronologic,
 pollen",3
-78.287035,42.644760000000005,684,ostracode surface sample,10247,Faun Lake,"ostracode surface sample,
 water chemistry",2
-106.6,32.1833333333333,235,plant macrofossil,4834,Shelter Cave,"plant macrofossil,
 vertebrate fauna,
 geochronologic",3
-84.4625,30.0045,90,pollen,10255,Ochlockonee River Estuary,pollen,1
-116.66137499999999,33.771645,5118,geochronologic,10284,Taquitz Meadow,"geochronologic,
 pollen",2
-84.488,51.0289,46,pollen,10303,Oldman Bog,pollen,1
-171.7328,25.768,6461,geochronologic,10359,Laysan Island Lake,"geochronologic,
 pollen",2
-123.5793,45.824085,937,geochronologic,10364,Lost Lake,"geochronologic,
 pollen",2
-120.64864,39.4604,7169,geochronologic,10368,McMurray Lake,"geochronologic,
 pollen",2
-95.19097500000001,45.600125000000006,644,water chemistry,10401,Grove Lake,"water chemistry,
 ostracode surface sample",2
-111.517775,34.778864999999996,6691,pollen,10449,Stoneman Lake,"pollen,
 geochronologic",2
-176.56186,51.918885,2228,macroinvertebrate,10466,Zeto Point [ADK-00011] [Kuluk Bay North],"macroinvertebrate,
 vertebrate fauna,
 geochronologic",3
-176.56186,51.918885,2228,macroinvertebrate,10466,Zeto Point [ADK-00011] [Kuluk Bay North],"macroinvertebrate,
 vertebrate fauna,
 geochronologic",3
-176.56412999999998,51.943425000000005,2228,macroinvertebrate,10468,"ADK-0171, [Tutiakoff Site]","macroinvertebrate,
 vertebrate fauna,
 geochronologic",3
-94.26791666666671,57.56083333333335,6934,pollen,10487,Lost Moose Core 128,"pollen,
 geochronologic",2
-111.43795,43.06619,120,geochronologic,10500,Grays Lake,"geochronologic,
 pollen",2
-116.9944,33.67965,7,geochronologic,10514,Diamond Valley,"geochronologic,
 pollen",2
-78.14232,44.199085,69,pollen,10521,Rice Lake,"pollen,
 geochronologic",2
-149.416925,68.63144444444444,1518,geochronologic,10539,Upper Capsule Lake,"geochronologic,
 pollen,
 plant macrofossil",3
-78.039815,44.607495,69,pollen,10544,McGinnis Lake,pollen,1
-82.23333333333333,27.075,7372,pollen,5192,Little Salt Spring,"pollen,
 geochronologic",2
